text,intent,service,response,guide,entities
Erreur facture,reclamation_facture,Facturation,Merci pour votre message.,,
montant incorrect,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Hmmm Montant incorrect,reclamation_facture,Facturation,Merci pour votre message.,,
Erreur facture svp,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Facture trop élevée svp,reclamation_facture,Facturation,Information reçue.,,
Erreur facture svp,reclamation_facture,Facturation,Merci pour votre message.,,
Montant incorrect à Aného,reclamation_facture,Facturation,Merci pour votre message.,,lieu=Aného
Hmmm Montant incorrect,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Montant incorrect à Tsévié,reclamation_facture,Facturation,Merci pour votre message.,,lieu=Tsévié
Erreur facture à Lomé,reclamation_facture,Facturation,Information reçue.,,lieu=Lomé
facture trop élevée,reclamation_facture,Facturation,Information reçue.,,
Facture trop élevée svp,reclamation_facture,Facturation,Nous allons vous aider.,,
Facture trop élevée svp,reclamation_facture,Facturation,Nous allons vous aider.,,
Montant incorrect à Tsévié,reclamation_facture,Facturation,Merci pour votre message.,,lieu=Tsévié
montant incorrect,reclamation_facture,Facturation,Information reçue.,,
Montant incorrect,reclamation_facture,Facturation,Nous allons vous aider.,,
Facture trop élevée svp,reclamation_facture,Facturation,Nous allons vous aider.,,
Hmmm Facture trop élevée,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Montant incorrect,reclamation_facture,Facturation,Merci pour votre message.,,
Erreur facture,reclamation_facture,Facturation,Nous allons vous aider.,,
Hmmm Erreur facture,reclamation_facture,Facturation,Nous allons vous aider.,,
erreur facture,reclamation_facture,Facturation,Nous allons vous aider.,,
Facture trop élevée svp,reclamation_facture,Facturation,Information reçue.,,
Montant incorrect,reclamation_facture,Facturation,Information reçue.,,
erreur facture,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Hmmm Montant incorrect,reclamation_facture,Facturation,Information reçue.,,
Facture trop élevée svp,reclamation_facture,Facturation,Information reçue.,,
Montant incorrect,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Hmmm Facture trop élevée,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Facture trop élevée svp,reclamation_facture,Facturation,Nous allons vous aider.,,
Montant incorrect,reclamation_facture,Facturation,Nous allons vous aider.,,
Facture trop élevée à Tsévié,reclamation_facture,Facturation,Merci pour votre message.,,lieu=Tsévié
erreur facture,reclamation_facture,Facturation,Merci pour votre message.,,
Montant incorrect à Adidogomé,reclamation_facture,Facturation,Nous allons vous aider.,,lieu=Adidogomé
Facture trop élevée svp,reclamation_facture,Facturation,Nous allons vous aider.,,
Hmmm Montant incorrect,reclamation_facture,Facturation,Merci pour votre message.,,
montant incorrect,reclamation_facture,Facturation,Information reçue.,,
Montant incorrect,reclamation_facture,Facturation,Nous allons vous aider.,,
montant incorrect,reclamation_facture,Facturation,Merci pour votre message.,,
Hmmm Facture trop élevée,reclamation_facture,Facturation,Information reçue.,,
Hmmm Facture trop élevée,reclamation_facture,Facturation,Merci pour votre message.,,
Erreur facture svp,reclamation_facture,Facturation,Merci pour votre message.,,
Facture trop élevée svp,reclamation_facture,Facturation,Merci pour votre message.,,
Montant incorrect à Agoè,reclamation_facture,Facturation,Merci pour votre message.,,lieu=Agoè
Erreur facture à Adidogomé,reclamation_facture,Facturation,Nous allons vous aider.,,lieu=Adidogomé
facture trop élevée,reclamation_facture,Facturation,Nous allons vous aider.,,
Erreur facture svp,reclamation_facture,Facturation,Information reçue.,,
Montant incorrect svp,reclamation_facture,Facturation,Nous allons vous aider.,,
Hmmm Facture trop élevée,reclamation_facture,Facturation,Votre demande est prise en compte.,,
montant incorrect,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Facture trop élevée svp,reclamation_facture,Facturation,Information reçue.,,
Hmmm Erreur facture,reclamation_facture,Facturation,Votre demande est prise en compte.,,
facture trop élevée,reclamation_facture,Facturation,Votre demande est prise en compte.,,
Erreur facture,reclamation_facture,Facturation,Information reçue.,,
Montant incorrect svp,reclamation_facture,Facturation,Merci pour votre message.,,
Montant incorrect svp,reclamation_facture,Facturation,Nous allons vous aider.,,
Facture trop élevée svp,reclamation_facture,Facturation,Votre demande est prise en compte.,,
voir ma facture,consulter_facture,Facturation,Information reçue.,,
Consulter facture,consulter_facture,Facturation,Merci pour votre message.,,
Voir ma facture à Kegue,consulter_facture,Facturation,Votre demande est prise en compte.,,lieu=Kegue
Hmmm Consulter facture,consulter_facture,Facturation,Information reçue.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
consulter facture,consulter_facture,Facturation,Votre demande est prise en compte.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Consulter facture,consulter_facture,Facturation,Votre demande est prise en compte.,,
Voir ma facture à Lomé,consulter_facture,Facturation,Votre demande est prise en compte.,,lieu=Lomé
afficher facture,consulter_facture,Facturation,Information reçue.,,
Voir ma facture svp,consulter_facture,Facturation,Votre demande est prise en compte.,,
consulter facture,consulter_facture,Facturation,Votre demande est prise en compte.,,
consulter facture,consulter_facture,Facturation,Merci pour votre message.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Consulter facture à Tsévié,consulter_facture,Facturation,Information reçue.,,lieu=Tsévié
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
consulter facture,consulter_facture,Facturation,Merci pour votre message.,,
Consulter facture à Agoè,consulter_facture,Facturation,Merci pour votre message.,,lieu=Agoè
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Afficher facture à Adidogomé,consulter_facture,Facturation,Nous allons vous aider.,,lieu=Adidogomé
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Consulter facture à Agoè,consulter_facture,Facturation,Nous allons vous aider.,,lieu=Agoè
Afficher facture,consulter_facture,Facturation,Merci pour votre message.,,
Consulter facture svp,consulter_facture,Facturation,Votre demande est prise en compte.,,
Voir ma facture,consulter_facture,Facturation,Information reçue.,,
Hmmm Consulter facture,consulter_facture,Facturation,Information reçue.,,
Voir ma facture,consulter_facture,Facturation,Nous allons vous aider.,,
afficher facture,consulter_facture,Facturation,Nous allons vous aider.,,
Hmmm Afficher facture,consulter_facture,Facturation,Information reçue.,,
Afficher facture à Kegue,consulter_facture,Facturation,Nous allons vous aider.,,lieu=Kegue
voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Voir ma facture svp,consulter_facture,Facturation,Merci pour votre message.,,
Consulter facture svp,consulter_facture,Facturation,Nous allons vous aider.,,
Hmmm Afficher facture,consulter_facture,Facturation,Merci pour votre message.,,
Hmmm Afficher facture,consulter_facture,Facturation,Merci pour votre message.,,
Afficher facture svp,consulter_facture,Facturation,Information reçue.,,
Hmmm Consulter facture,consulter_facture,Facturation,Merci pour votre message.,,
Afficher facture svp,consulter_facture,Facturation,Information reçue.,,
afficher facture,consulter_facture,Facturation,Information reçue.,,
voir ma facture,consulter_facture,Facturation,Information reçue.,,
Voir ma facture à Aného,consulter_facture,Facturation,Votre demande est prise en compte.,,lieu=Aného
Hmmm Afficher facture,consulter_facture,Facturation,Information reçue.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Nous allons vous aider.,,
consulter facture,consulter_facture,Facturation,Votre demande est prise en compte.,,
Afficher facture à Tsévié,consulter_facture,Facturation,Nous allons vous aider.,,lieu=Tsévié
consulter facture,consulter_facture,Facturation,Merci pour votre message.,,
Voir ma facture à Adidogomé,consulter_facture,Facturation,Merci pour votre message.,,lieu=Adidogomé
voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Hmmm Consulter facture,consulter_facture,Facturation,Information reçue.,,
Consulter facture svp,consulter_facture,Facturation,Nous allons vous aider.,,
Afficher facture,consulter_facture,Facturation,Information reçue.,,
consulter facture,consulter_facture,Facturation,Information reçue.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Votre demande est prise en compte.,,
Afficher facture à Agoè,consulter_facture,Facturation,Nous allons vous aider.,,lieu=Agoè
consulter facture,consulter_facture,Facturation,Votre demande est prise en compte.,,
voir ma facture,consulter_facture,Facturation,Information reçue.,,
voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Hmmm Consulter facture,consulter_facture,Facturation,Merci pour votre message.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Merci pour votre message.,,
Afficher facture à Adidogomé,consulter_facture,Facturation,Votre demande est prise en compte.,,lieu=Adidogomé
consulter facture,consulter_facture,Facturation,Merci pour votre message.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Information reçue.,,
Hmmm Afficher facture,consulter_facture,Facturation,Information reçue.,,
consulter facture,consulter_facture,Facturation,Information reçue.,,
voir ma facture,consulter_facture,Facturation,Nous allons vous aider.,,
Afficher facture svp,consulter_facture,Facturation,Nous allons vous aider.,,
Hmmm Voir ma facture,consulter_facture,Facturation,Nous allons vous aider.,,
Afficher facture à Tsévié,consulter_facture,Facturation,Merci pour votre message.,,lieu=Tsévié
Consulter facture,consulter_facture,Facturation,Nous allons vous aider.,,
Installer eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
installer eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Nouveau branchement,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau svp,demande_branchement,Commercial,Nous allons vous aider.,,
Nouveau branchement à Lomé,demande_branchement,Commercial,Information reçue.,,lieu=Lomé
Demande branchement eau à Kegue,demande_branchement,Commercial,Information reçue.,,lieu=Kegue
Nouveau branchement à Agoè,demande_branchement,Commercial,Information reçue.,,lieu=Agoè
nouveau branchement,demande_branchement,Commercial,Votre demande est prise en compte.,,
demande branchement eau,demande_branchement,Commercial,Merci pour votre message.,,
Installer eau à Aného,demande_branchement,Commercial,Votre demande est prise en compte.,,lieu=Aného
installer eau,demande_branchement,Commercial,Merci pour votre message.,,
Demande branchement eau,demande_branchement,Commercial,Information reçue.,,
Nouveau branchement,demande_branchement,Commercial,Merci pour votre message.,,
Demande branchement eau svp,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau,demande_branchement,Commercial,Merci pour votre message.,,
demande branchement eau,demande_branchement,Commercial,Nous allons vous aider.,,
Nouveau branchement à Tsévié,demande_branchement,Commercial,Nous allons vous aider.,,lieu=Tsévié
Demande branchement eau,demande_branchement,Commercial,Nous allons vous aider.,,
Installer eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Demande branchement eau,demande_branchement,Commercial,Nous allons vous aider.,,
Installer eau,demande_branchement,Commercial,Merci pour votre message.,,
Hmmm Nouveau branchement,demande_branchement,Commercial,Votre demande est prise en compte.,,
installer eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Hmmm Installer eau,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau svp,demande_branchement,Commercial,Nous allons vous aider.,,
Hmmm Demande branchement eau,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau à Adidogomé,demande_branchement,Commercial,Information reçue.,,lieu=Adidogomé
Installer eau à Tsévié,demande_branchement,Commercial,Merci pour votre message.,,lieu=Tsévié
Demande branchement eau à Tsévié,demande_branchement,Commercial,Information reçue.,,lieu=Tsévié
Nouveau branchement svp,demande_branchement,Commercial,Merci pour votre message.,,
Installer eau à Adidogomé,demande_branchement,Commercial,Nous allons vous aider.,,lieu=Adidogomé
Installer eau svp,demande_branchement,Commercial,Merci pour votre message.,,
Installer eau,demande_branchement,Commercial,Information reçue.,,
Demande branchement eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Nouveau branchement svp,demande_branchement,Commercial,Votre demande est prise en compte.,,
Hmmm Nouveau branchement,demande_branchement,Commercial,Information reçue.,,
demande branchement eau,demande_branchement,Commercial,Merci pour votre message.,,
Demande branchement eau à Tsévié,demande_branchement,Commercial,Information reçue.,,lieu=Tsévié
nouveau branchement,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau svp,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau,demande_branchement,Commercial,Nous allons vous aider.,,
Installer eau,demande_branchement,Commercial,Nous allons vous aider.,,
Hmmm Demande branchement eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Nouveau branchement à Aného,demande_branchement,Commercial,Nous allons vous aider.,,lieu=Aného
Nouveau branchement svp,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Demande branchement eau à Tsévié,demande_branchement,Commercial,Merci pour votre message.,,lieu=Tsévié
Demande branchement eau svp,demande_branchement,Commercial,Votre demande est prise en compte.,,
Installer eau à Tsévié,demande_branchement,Commercial,Nous allons vous aider.,,lieu=Tsévié
Demande branchement eau svp,demande_branchement,Commercial,Votre demande est prise en compte.,,
Nouveau branchement,demande_branchement,Commercial,Nous allons vous aider.,,
Hmmm Nouveau branchement,demande_branchement,Commercial,Votre demande est prise en compte.,,
Nouveau branchement à Adidogomé,demande_branchement,Commercial,Merci pour votre message.,,lieu=Adidogomé
nouveau branchement,demande_branchement,Commercial,Information reçue.,,
Hmmm Demande branchement eau,demande_branchement,Commercial,Nous allons vous aider.,,
nouveau branchement,demande_branchement,Commercial,Information reçue.,,
demande branchement eau,demande_branchement,Commercial,Information reçue.,,
nouveau branchement,demande_branchement,Commercial,Merci pour votre message.,,
Installer eau svp,demande_branchement,Commercial,Merci pour votre message.,,
Installer eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Hmmm Demande branchement eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Nouveau branchement,demande_branchement,Commercial,Information reçue.,,
nouveau branchement,demande_branchement,Commercial,Nous allons vous aider.,,
Installer eau svp,demande_branchement,Commercial,Merci pour votre message.,,
Nouveau branchement,demande_branchement,Commercial,Nous allons vous aider.,,
Demande branchement eau à Adidogomé,demande_branchement,Commercial,Nous allons vous aider.,,lieu=Adidogomé
Nouveau branchement,demande_branchement,Commercial,Merci pour votre message.,,
Demande branchement eau,demande_branchement,Commercial,Votre demande est prise en compte.,,
Installer eau à Aného,demande_branchement,Commercial,Merci pour votre message.,,lieu=Aného
Installer eau à Adidogomé,demande_branchement,Commercial,Nous allons vous aider.,,lieu=Adidogomé
Etat demande à Adidogomé,suivi_demande,Commercial,Information reçue.,,lieu=Adidogomé
Statut branchement,suivi_demande,Commercial,Votre demande est prise en compte.,,
Etat demande à Aného,suivi_demande,Commercial,Information reçue.,,lieu=Aného
Statut branchement svp,suivi_demande,Commercial,Merci pour votre message.,,
Suivre ma demande,suivi_demande,Commercial,Votre demande est prise en compte.,,
Etat demande,suivi_demande,Commercial,Merci pour votre message.,,
Hmmm Statut branchement,suivi_demande,Commercial,Information reçue.,,
Etat demande,suivi_demande,Commercial,Votre demande est prise en compte.,,
Hmmm Statut branchement,suivi_demande,Commercial,Votre demande est prise en compte.,,
Etat demande svp,suivi_demande,Commercial,Nous allons vous aider.,,
Hmmm Etat demande,suivi_demande,Commercial,Votre demande est prise en compte.,,
Etat demande à Agoè,suivi_demande,Commercial,Information reçue.,,lieu=Agoè
Hmmm Suivre ma demande,suivi_demande,Commercial,Votre demande est prise en compte.,,
Statut branchement à Lomé,suivi_demande,Commercial,Merci pour votre message.,,lieu=Lomé
statut branchement,suivi_demande,Commercial,Nous allons vous aider.,,
Etat demande svp,suivi_demande,Commercial,Information reçue.,,
Etat demande svp,suivi_demande,Commercial,Votre demande est prise en compte.,,
Suivre ma demande,suivi_demande,Commercial,Votre demande est prise en compte.,,
Etat demande à Agoè,suivi_demande,Commercial,Votre demande est prise en compte.,,lieu=Agoè
Etat demande à Kegue,suivi_demande,Commercial,Votre demande est prise en compte.,,lieu=Kegue
Etat demande,suivi_demande,Commercial,Information reçue.,,
Hmmm Statut branchement,suivi_demande,Commercial,Information reçue.,,
Suivre ma demande,suivi_demande,Commercial,Votre demande est prise en compte.,,
Etat demande à Tsévié,suivi_demande,Commercial,Merci pour votre message.,,lieu=Tsévié
Suivre ma demande,suivi_demande,Commercial,Information reçue.,,
Etat demande,suivi_demande,Commercial,Merci pour votre message.,,
Statut branchement,suivi_demande,Commercial,Nous allons vous aider.,,
Suivre ma demande à Tsévié,suivi_demande,Commercial,Nous allons vous aider.,,lieu=Tsévié
Etat demande,suivi_demande,Commercial,Nous allons vous aider.,,
Suivre ma demande,suivi_demande,Commercial,Nous allons vous aider.,,
Suivre ma demande,suivi_demande,Commercial,Information reçue.,,
Suivre ma demande,suivi_demande,Commercial,Nous allons vous aider.,,
Etat demande à Agoè,suivi_demande,Commercial,Information reçue.,,lieu=Agoè
Statut branchement svp,suivi_demande,Commercial,Information reçue.,,
Statut branchement,suivi_demande,Commercial,Merci pour votre message.,,
Suivre ma demande svp,suivi_demande,Commercial,Nous allons vous aider.,,
Etat demande,suivi_demande,Commercial,Information reçue.,,
Statut branchement à Aného,suivi_demande,Commercial,Nous allons vous aider.,,lieu=Aného
Suivre ma demande,suivi_demande,Commercial,Nous allons vous aider.,,
Etat demande svp,suivi_demande,Commercial,Merci pour votre message.,,
Statut branchement svp,suivi_demande,Commercial,Nous allons vous aider.,,
Statut branchement,suivi_demande,Commercial,Information reçue.,,
Statut branchement à Aného,suivi_demande,Commercial,Nous allons vous aider.,,lieu=Aného
Hmmm Etat demande,suivi_demande,Commercial,Information reçue.,,
Etat demande,suivi_demande,Commercial,Information reçue.,,
Hmmm Statut branchement,suivi_demande,Commercial,Votre demande est prise en compte.,,
Statut branchement,suivi_demande,Commercial,Nous allons vous aider.,,
statut branchement,suivi_demande,Commercial,Merci pour votre message.,,
Hmmm Etat demande,suivi_demande,Commercial,Nous allons vous aider.,,
Etat demande svp,suivi_demande,Commercial,Information reçue.,,
Suivre ma demande,suivi_demande,Commercial,Merci pour votre message.,,
Etat demande à Tsévié,suivi_demande,Commercial,Votre demande est prise en compte.,,lieu=Tsévié
Statut branchement,suivi_demande,Commercial,Information reçue.,,
Hmmm Suivre ma demande,suivi_demande,Commercial,Information reçue.,,
Statut branchement svp,suivi_demande,Commercial,Votre demande est prise en compte.,,
Hmmm Suivre ma demande,suivi_demande,Commercial,Information reçue.,,
Statut branchement à Lomé,suivi_demande,Commercial,Votre demande est prise en compte.,,lieu=Lomé
suivre ma demande,suivi_demande,Commercial,Nous allons vous aider.,,
etat demande,suivi_demande,Commercial,Nous allons vous aider.,,
suivre ma demande,suivi_demande,Commercial,Information reçue.,,
Statut branchement,suivi_demande,Commercial,Merci pour votre message.,,
Suivre ma demande svp,suivi_demande,Commercial,Merci pour votre message.,,
Hmmm Etat demande,suivi_demande,Commercial,Merci pour votre message.,,
Statut branchement à Adidogomé,suivi_demande,Commercial,Nous allons vous aider.,,lieu=Adidogomé
etat demande,suivi_demande,Commercial,Votre demande est prise en compte.,,
Etat demande svp,suivi_demande,Commercial,Merci pour votre message.,,
Suivre ma demande,suivi_demande,Commercial,Merci pour votre message.,,
Hmmm Etat demande,suivi_demande,Commercial,Merci pour votre message.,,
Statut branchement,suivi_demande,Commercial,Information reçue.,,
Suivre ma demande svp,suivi_demande,Commercial,Merci pour votre message.,,
Stop abonnement,resiliation,Commercial,Merci pour votre message.,,
Stop abonnement à Lomé,resiliation,Commercial,Votre demande est prise en compte.,,lieu=Lomé
résilier abonnement,resiliation,Commercial,Votre demande est prise en compte.,,
Résilier abonnement à Lomé,resiliation,Commercial,Votre demande est prise en compte.,,lieu=Lomé
Résilier abonnement svp,resiliation,Commercial,Votre demande est prise en compte.,,
Stop abonnement,resiliation,Commercial,Information reçue.,,
Résilier abonnement,resiliation,Commercial,Merci pour votre message.,,
Arrêter contrat à Agoè,resiliation,Commercial,Nous allons vous aider.,,lieu=Agoè
Résilier abonnement svp,resiliation,Commercial,Information reçue.,,
Hmmm Résilier abonnement,resiliation,Commercial,Information reçue.,,
Arrêter contrat svp,resiliation,Commercial,Votre demande est prise en compte.,,
Résilier abonnement,resiliation,Commercial,Nous allons vous aider.,,
Résilier abonnement à Lomé,resiliation,Commercial,Merci pour votre message.,,lieu=Lomé
Résilier abonnement à Lomé,resiliation,Commercial,Votre demande est prise en compte.,,lieu=Lomé
Stop abonnement à Adidogomé,resiliation,Commercial,Merci pour votre message.,,lieu=Adidogomé
résilier abonnement,resiliation,Commercial,Information reçue.,,
Arrêter contrat svp,resiliation,Commercial,Information reçue.,,
stop abonnement,resiliation,Commercial,Merci pour votre message.,,
stop abonnement,resiliation,Commercial,Merci pour votre message.,,
Résilier abonnement,resiliation,Commercial,Information reçue.,,
Stop abonnement svp,resiliation,Commercial,Information reçue.,,
Résilier abonnement à Kegue,resiliation,Commercial,Nous allons vous aider.,,lieu=Kegue
Résilier abonnement à Lomé,resiliation,Commercial,Nous allons vous aider.,,lieu=Lomé
Arrêter contrat,resiliation,Commercial,Information reçue.,,
Hmmm Arrêter contrat,resiliation,Commercial,Information reçue.,,
Arrêter contrat,resiliation,Commercial,Information reçue.,,
stop abonnement,resiliation,Commercial,Information reçue.,,
Résilier abonnement,resiliation,Commercial,Votre demande est prise en compte.,,
résilier abonnement,resiliation,Commercial,Merci pour votre message.,,
Arrêter contrat à Lomé,resiliation,Commercial,Merci pour votre message.,,lieu=Lomé
Arrêter contrat svp,resiliation,Commercial,Votre demande est prise en compte.,,
Stop abonnement à Aného,resiliation,Commercial,Merci pour votre message.,,lieu=Aného
Stop abonnement à Tsévié,resiliation,Commercial,Votre demande est prise en compte.,,lieu=Tsévié
arrêter contrat,resiliation,Commercial,Information reçue.,,
Stop abonnement,resiliation,Commercial,Merci pour votre message.,,
Arrêter contrat,resiliation,Commercial,Votre demande est prise en compte.,,
stop abonnement,resiliation,Commercial,Nous allons vous aider.,,
Stop abonnement svp,resiliation,Commercial,Merci pour votre message.,,
Stop abonnement à Kegue,resiliation,Commercial,Nous allons vous aider.,,lieu=Kegue
Arrêter contrat,resiliation,Commercial,Merci pour votre message.,,
Hmmm Stop abonnement,resiliation,Commercial,Merci pour votre message.,,
Stop abonnement svp,resiliation,Commercial,Merci pour votre message.,,
Hmmm Stop abonnement,resiliation,Commercial,Merci pour votre message.,,
Résilier abonnement à Adidogomé,resiliation,Commercial,Votre demande est prise en compte.,,lieu=Adidogomé
Résilier abonnement svp,resiliation,Commercial,Votre demande est prise en compte.,,
Stop abonnement à Lomé,resiliation,Commercial,Votre demande est prise en compte.,,lieu=Lomé
Hmmm Résilier abonnement,resiliation,Commercial,Nous allons vous aider.,,
Hmmm Arrêter contrat,resiliation,Commercial,Votre demande est prise en compte.,,
Hmmm Résilier abonnement,resiliation,Commercial,Information reçue.,,
arrêter contrat,resiliation,Commercial,Votre demande est prise en compte.,,
Hmmm Résilier abonnement,resiliation,Commercial,Merci pour votre message.,,
Résilier abonnement,resiliation,Commercial,Votre demande est prise en compte.,,
arrêter contrat,resiliation,Commercial,Information reçue.,,
Hmmm Arrêter contrat,resiliation,Commercial,Nous allons vous aider.,,
Arrêter contrat svp,resiliation,Commercial,Merci pour votre message.,,
Hmmm Résilier abonnement,resiliation,Commercial,Votre demande est prise en compte.,,
Hmmm Résilier abonnement,resiliation,Commercial,Votre demande est prise en compte.,,
Stop abonnement svp,resiliation,Commercial,Information reçue.,,
Arrêter contrat svp,resiliation,Commercial,Nous allons vous aider.,,
Résilier abonnement svp,resiliation,Commercial,Information reçue.,,
arrêter contrat,resiliation,Commercial,Merci pour votre message.,,
résilier abonnement,resiliation,Commercial,Votre demande est prise en compte.,,
Arrêter contrat à Agoè,resiliation,Commercial,Merci pour votre message.,,lieu=Agoè
Résilier abonnement à Agoè,resiliation,Commercial,Information reçue.,,lieu=Agoè
Hmmm Résilier abonnement,resiliation,Commercial,Merci pour votre message.,,
Résilier abonnement à Tsévié,resiliation,Commercial,Votre demande est prise en compte.,,lieu=Tsévié
résilier abonnement,resiliation,Commercial,Nous allons vous aider.,,
arrêter contrat,resiliation,Commercial,Information reçue.,,
Arrêter contrat à Lomé,resiliation,Commercial,Information reçue.,,lieu=Lomé
Arrêter contrat,resiliation,Commercial,Nous allons vous aider.,,
Besoin info svp,demande_information,General,Nous allons vous aider.,,
Hmmm Donne info service,demande_information,General,Information reçue.,,
donne info service,demande_information,General,Information reçue.,,
Donne info service à Aného,demande_information,General,Nous allons vous aider.,,lieu=Aného
explique service,demande_information,General,Votre demande est prise en compte.,,
Hmmm Donne info service,demande_information,General,Votre demande est prise en compte.,,
explique service,demande_information,General,Votre demande est prise en compte.,,
besoin info,demande_information,General,Information reçue.,,
explique service,demande_information,General,Merci pour votre message.,,
Besoin info,demande_information,General,Merci pour votre message.,,
Besoin info svp,demande_information,General,Information reçue.,,
Explique service,demande_information,General,Votre demande est prise en compte.,,
Explique service à Tsévié,demande_information,General,Information reçue.,,lieu=Tsévié
Besoin info,demande_information,General,Merci pour votre message.,,
Donne info service à Kegue,demande_information,General,Nous allons vous aider.,,lieu=Kegue
Donne info service svp,demande_information,General,Merci pour votre message.,,
Hmmm Donne info service,demande_information,General,Information reçue.,,
Hmmm Donne info service,demande_information,General,Information reçue.,,
Donne info service,demande_information,General,Nous allons vous aider.,,
Explique service à Agoè,demande_information,General,Votre demande est prise en compte.,,lieu=Agoè
Donne info service svp,demande_information,General,Votre demande est prise en compte.,,
Hmmm Explique service,demande_information,General,Nous allons vous aider.,,
Explique service,demande_information,General,Merci pour votre message.,,
Hmmm Explique service,demande_information,General,Information reçue.,,
besoin info,demande_information,General,Information reçue.,,
explique service,demande_information,General,Information reçue.,,
Besoin info svp,demande_information,General,Votre demande est prise en compte.,,
besoin info,demande_information,General,Votre demande est prise en compte.,,
Besoin info à Agoè,demande_information,General,Nous allons vous aider.,,lieu=Agoè
Besoin info svp,demande_information,General,Information reçue.,,
Hmmm Besoin info,demande_information,General,Nous allons vous aider.,,
Donne info service,demande_information,General,Votre demande est prise en compte.,,
Besoin info à Lomé,demande_information,General,Votre demande est prise en compte.,,lieu=Lomé
Donne info service svp,demande_information,General,Votre demande est prise en compte.,,
besoin info,demande_information,General,Nous allons vous aider.,,
Explique service,demande_information,General,Information reçue.,,
Hmmm Explique service,demande_information,General,Information reçue.,,
Donne info service,demande_information,General,Votre demande est prise en compte.,,
Besoin info svp,demande_information,General,Information reçue.,,
besoin info,demande_information,General,Information reçue.,,
Donne info service,demande_information,General,Information reçue.,,
Hmmm Donne info service,demande_information,General,Votre demande est prise en compte.,,
Explique service à Lomé,demande_information,General,Information reçue.,,lieu=Lomé
Explique service,demande_information,General,Information reçue.,,
explique service,demande_information,General,Nous allons vous aider.,,
Explique service svp,demande_information,General,Votre demande est prise en compte.,,
Hmmm Explique service,demande_information,General,Nous allons vous aider.,,
Donne info service à Adidogomé,demande_information,General,Information reçue.,,lieu=Adidogomé
Explique service,demande_information,General,Merci pour votre message.,,
Donne info service,demande_information,General,Votre demande est prise en compte.,,
besoin info,demande_information,General,Information reçue.,,
Hmmm Explique service,demande_information,General,Nous allons vous aider.,,
Donne info service svp,demande_information,General,Merci pour votre message.,,
Explique service svp,demande_information,General,Nous allons vous aider.,,
Hmmm Donne info service,demande_information,General,Information reçue.,,
Hmmm Donne info service,demande_information,General,Nous allons vous aider.,,
Besoin info,demande_information,General,Information reçue.,,
Besoin info,demande_information,General,Information reçue.,,
Hmmm Besoin info,demande_information,General,Merci pour votre message.,,
Hmmm Explique service,demande_information,General,Nous allons vous aider.,,
Hmmm Explique service,demande_information,General,Nous allons vous aider.,,
donne info service,demande_information,General,Merci pour votre message.,,
Besoin info svp,demande_information,General,Information reçue.,,
Explique service à Agoè,demande_information,General,Nous allons vous aider.,,lieu=Agoè
Hmmm Explique service,demande_information,General,Information reçue.,,
explique service,demande_information,General,Nous allons vous aider.,,
explique service,demande_information,General,Nous allons vous aider.,,
Hmmm Explique service,demande_information,General,Merci pour votre message.,,
